record_id,timestamp,date,day_of_week,hour_of_day,month,location,vehicle_type,weather,event_type,total_slots,occupied_slots,available_slots,occupancy_rate,traffic_level,price_per_hour_inr,demand_level
846,2025-04-16 15:00:00,2025-04-16,2,15,4,Tambaram,SUV,Clear,None,50,19,31,0.38,Low,27.01,Low
847,2025-04-16 18:00:00,2025-04-16,2,18,4,Guindy,Bike,Clear,Weekend,60,45,15,0.75,Medium,35.05,Medium
848,2025-04-16 21:00:00,2025-04-16,2,21,4,Koyambedu,Bike,Clear,None,60,33,27,0.55,Low,35.8,Low
849,2025-04-17 00:00:00,2025-04-17,3,0,4,Velachery,Bike,Clear,Festival,60,36,24,0.6,Medium,32.32,Medium
850,2025-04-17 03:00:00,2025-04-17,3,3,4,Guindy,Car,Clear,None,30,9,21,0.3,Low,26.81,Low
851,2025-04-17 06:00:00,2025-04-17,3,6,4,Koyambedu,SUV,Rain,None,80,30,50,0.375,Low,32.21,Low
852,2025-04-17 09:00:00,2025-04-17,3,9,4,Adyar,Bike,Rain,None,100,64,36,0.64,Medium,36.16,Medium
853,2025-04-17 12:00:00,2025-04-17,3,12,4,T Nagar,SUV,Clear,Weekend,40,17,23,0.425,Low,27.54,Low
854,2025-04-17 15:00:00,2025-04-17,3,15,4,Koyambedu,Bike,Clear,None,60,27,33,0.45,Low,33.61,Low
855,2025-04-17 18:00:00,2025-04-17,3,18,4,Velachery,Bike,Clear,Festival,30,29,1,0.967,High,39.52,High
856,2025-04-17 21:00:00,2025-04-17,3,21,4,Tambaram,SUV,Clear,Sale,100,50,50,0.5,Low,29.08,Low
857,2025-04-18 00:00:00,2025-04-18,4,0,4,Tambaram,Bike,Rain,None,100,36,64,0.36,Low,26.54,Low
858,2025-04-18 03:00:00,2025-04-18,4,3,4,Anna Nagar,Bike,Clear,Festival,100,69,31,0.69,Medium,35.62,Medium
859,2025-04-18 06:00:00,2025-04-18,4,6,4,Koyambedu,Bike,Rain,None,40,15,25,0.375,Low,32.33,Low
860,2025-04-18 09:00:00,2025-04-18,4,9,4,Adyar,Bike,Clear,Weekend,60,46,14,0.767,Medium,38.95,Medium
861,2025-04-18 12:00:00,2025-04-18,4,12,4,Velachery,SUV,Cloudy,None,60,24,36,0.4,Low,28.49,Low
862,2025-04-18 15:00:00,2025-04-18,4,15,4,Koyambedu,SUV,Clear,Festival,30,16,14,0.533,Low,35.42,Low
863,2025-04-18 18:00:00,2025-04-18,4,18,4,Koyambedu,SUV,Clear,None,80,58,22,0.725,Medium,39.63,Medium
864,2025-04-18 21:00:00,2025-04-18,4,21,4,T Nagar,Bike,Cloudy,Weekend,80,51,29,0.637,Medium,31.59,Medium
865,2025-04-19 00:00:00,2025-04-19,5,0,4,OMR-Perungudi,Car,Clear,None,40,19,21,0.475,Low,32.96,Low
866,2025-04-19 03:00:00,2025-04-19,5,3,4,Velachery,Bike,Cloudy,None,60,32,28,0.533,Low,31.0,Low
867,2025-04-19 06:00:00,2025-04-19,5,6,4,OMR-Perungudi,SUV,Cloudy,None,60,35,25,0.583,Medium,35.07,Medium
868,2025-04-19 09:00:00,2025-04-19,5,9,4,Adyar,Bike,Clear,None,50,40,10,0.8,High,39.7,High
869,2025-04-19 12:00:00,2025-04-19,5,12,4,Mylapore,SUV,Cloudy,None,40,25,15,0.625,Medium,34.13,Medium
870,2025-04-19 15:00:00,2025-04-19,5,15,4,OMR-Perungudi,Bike,Clear,Weekend,50,41,9,0.82,High,39.78,High
871,2025-04-19 18:00:00,2025-04-19,5,18,4,OMR-Perungudi,SUV,Clear,None,100,77,23,0.77,Medium,38.85,Medium
872,2025-04-19 21:00:00,2025-04-19,5,21,4,Porur,SUV,Cloudy,None,100,50,50,0.5,Low,34.72,Low
873,2025-04-20 00:00:00,2025-04-20,6,0,4,Anna Nagar,SUV,Cloudy,None,80,36,44,0.45,Low,30.9,Low
874,2025-04-20 03:00:00,2025-04-20,6,3,4,Velachery,SUV,Clear,None,50,24,26,0.48,Low,29.91,Low
875,2025-04-20 06:00:00,2025-04-20,6,6,4,Guindy,Bike,Cloudy,Festival,100,86,14,0.86,High,37.2,High
876,2025-04-20 09:00:00,2025-04-20,6,9,4,Guindy,Car,Clear,None,30,28,2,0.933,High,38.46,High
877,2025-04-20 12:00:00,2025-04-20,6,12,4,T Nagar,Car,Clear,None,100,49,51,0.49,Low,28.79,Low
878,2025-04-20 15:00:00,2025-04-20,6,15,4,Porur,SUV,Cloudy,None,100,58,42,0.58,Medium,36.48,Medium
879,2025-04-20 18:00:00,2025-04-20,6,18,4,Porur,Bike,Clear,Festival,40,39,1,0.975,High,45.17,High
880,2025-04-20 21:00:00,2025-04-20,6,21,4,Velachery,Car,Cloudy,Weekend,80,62,18,0.775,Medium,35.65,Medium
881,2025-04-21 00:00:00,2025-04-21,0,0,4,OMR-Perungudi,SUV,Cloudy,None,60,35,25,0.583,Medium,35.05,Medium
882,2025-04-21 03:00:00,2025-04-21,0,3,4,Porur,Bike,Rain,None,100,39,61,0.39,Low,32.37,Low
883,2025-04-21 06:00:00,2025-04-21,0,6,4,Guindy,Car,Clear,None,100,31,69,0.31,Low,26.87,Low
884,2025-04-21 09:00:00,2025-04-21,0,9,4,Porur,Bike,Cloudy,None,40,29,11,0.725,Medium,39.41,Medium
885,2025-04-21 12:00:00,2025-04-21,0,12,4,Adyar,SUV,Cloudy,None,100,43,57,0.43,Low,32.0,Low
886,2025-04-21 15:00:00,2025-04-21,0,15,4,OMR-Perungudi,Car,Cloudy,None,100,53,47,0.53,Low,33.92,Low
887,2025-04-21 18:00:00,2025-04-21,0,18,4,Porur,Car,Cloudy,None,60,41,19,0.683,Medium,38.62,Medium
888,2025-04-21 21:00:00,2025-04-21,0,21,4,Anna Nagar,Bike,Clear,None,100,32,68,0.32,Low,28.36,Low
889,2025-04-22 00:00:00,2025-04-22,1,0,4,Porur,Bike,Clear,None,80,32,48,0.4,Low,32.58,Low
890,2025-04-22 03:00:00,2025-04-22,1,3,4,T Nagar,Car,Rain,None,50,26,24,0.52,Low,29.34,Low
891,2025-04-22 06:00:00,2025-04-22,1,6,4,Anna Nagar,SUV,Cloudy,None,50,22,28,0.44,Low,30.82,Low
892,2025-04-22 09:00:00,2025-04-22,1,9,4,Koyambedu,SUV,Cloudy,None,100,67,33,0.67,Medium,38.48,Medium
893,2025-04-22 12:00:00,2025-04-22,1,12,4,Tambaram,Car,Clear,Festival,30,22,8,0.733,Medium,33.24,Medium
894,2025-04-22 15:00:00,2025-04-22,1,15,4,Anna Nagar,Bike,Clear,None,80,35,45,0.438,Low,30.78,Low
895,2025-04-22 18:00:00,2025-04-22,1,18,4,OMR-Perungudi,Car,Clear,None,80,57,23,0.713,Medium,37.71,Medium
896,2025-04-22 21:00:00,2025-04-22,1,21,4,Tambaram,SUV,Clear,None,50,20,30,0.4,Low,27.23,Low
897,2025-04-23 00:00:00,2025-04-23,2,0,4,OMR-Perungudi,SUV,Cloudy,Sale,60,34,26,0.567,Medium,34.73,Medium
898,2025-04-23 03:00:00,2025-04-23,2,3,4,T Nagar,SUV,Clear,None,30,11,19,0.367,Low,26.51,Low
899,2025-04-23 06:00:00,2025-04-23,2,6,4,Koyambedu,Bike,Clear,None,80,36,44,0.45,Low,33.64,Low
900,2025-04-23 09:00:00,2025-04-23,2,9,4,Guindy,Bike,Clear,None,30,16,14,0.533,Low,31.1,Low
901,2025-04-23 12:00:00,2025-04-23,2,12,4,T Nagar,SUV,Clear,Weekend,80,40,40,0.5,Low,28.99,Low
902,2025-04-23 15:00:00,2025-04-23,2,15,4,Mylapore,Car,Rain,None,60,24,36,0.4,Low,29.89,Low
903,2025-04-23 18:00:00,2025-04-23,2,18,4,Tambaram,SUV,Clear,None,80,48,32,0.6,Medium,30.84,Medium
904,2025-04-23 21:00:00,2025-04-23,2,21,4,OMR-Perungudi,SUV,Clear,None,30,14,16,0.467,Low,32.36,Low
905,2025-04-24 00:00:00,2025-04-24,3,0,4,Adyar,SUV,Clear,None,100,37,63,0.37,Low,30.56,Low
906,2025-04-24 03:00:00,2025-04-24,3,3,4,Guindy,SUV,Clear,Weekend,100,47,53,0.47,Low,29.95,Low
907,2025-04-24 06:00:00,2025-04-24,3,6,4,Anna Nagar,Car,Clear,None,30,7,23,0.233,Low,26.78,Low
908,2025-04-24 09:00:00,2025-04-24,3,9,4,Velachery,Car,Clear,None,30,20,10,0.667,Medium,33.47,Medium
909,2025-04-24 12:00:00,2025-04-24,3,12,4,Koyambedu,Bike,Clear,Weekend,40,21,19,0.525,Low,35.27,Low
910,2025-04-24 15:00:00,2025-04-24,3,15,4,Guindy,Car,Clear,None,60,31,29,0.517,Low,30.89,Low
911,2025-04-24 18:00:00,2025-04-24,3,18,4,OMR-Perungudi,SUV,Cloudy,None,30,18,12,0.6,Medium,35.53,Medium
912,2025-04-24 21:00:00,2025-04-24,3,21,4,Koyambedu,SUV,Clear,None,30,11,19,0.367,Low,31.94,Low
913,2025-04-25 00:00:00,2025-04-25,4,0,4,Velachery,Car,Clear,Festival,50,33,17,0.66,Medium,33.66,Medium
914,2025-04-25 03:00:00,2025-04-25,4,3,4,Porur,Car,Cloudy,None,60,30,30,0.5,Low,34.93,Low
915,2025-04-25 06:00:00,2025-04-25,4,6,4,Mylapore,Bike,Clear,None,40,14,26,0.35,Low,28.78,Low
916,2025-04-25 09:00:00,2025-04-25,4,9,4,OMR-Perungudi,SUV,Clear,Sale,50,41,9,0.82,High,40.02,High
917,2025-04-25 12:00:00,2025-04-25,4,12,4,Tambaram,Car,Clear,None,30,12,18,0.4,Low,27.18,Low
918,2025-04-25 15:00:00,2025-04-25,4,15,4,T Nagar,SUV,Clear,None,30,11,19,0.367,Low,26.57,Low
919,2025-04-25 18:00:00,2025-04-25,4,18,4,Velachery,SUV,Cloudy,None,50,30,20,0.6,Medium,32.23,Medium
920,2025-04-25 21:00:00,2025-04-25,4,21,4,Tambaram,SUV,Cloudy,None,40,16,24,0.4,Low,27.12,Low
921,2025-04-26 00:00:00,2025-04-26,5,0,4,Anna Nagar,Bike,Cloudy,None,40,26,14,0.65,Medium,34.79,Medium
922,2025-04-26 03:00:00,2025-04-26,5,3,4,Adyar,Car,Cloudy,None,30,14,16,0.467,Low,32.89,Low
923,2025-04-26 06:00:00,2025-04-26,5,6,4,OMR-Perungudi,SUV,Clear,None,60,32,28,0.533,Low,34.19,Low
924,2025-04-26 09:00:00,2025-04-26,5,9,4,Velachery,Bike,Cloudy,None,50,38,12,0.76,Medium,35.25,Medium
925,2025-04-26 12:00:00,2025-04-26,5,12,4,Tambaram,Car,Cloudy,None,50,33,17,0.66,Medium,31.8,Medium
926,2025-04-26 15:00:00,2025-04-26,5,15,4,Porur,Bike,Clear,None,80,33,47,0.412,Low,32.82,Low
927,2025-04-26 18:00:00,2025-04-26,5,18,4,Mylapore,SUV,Clear,None,50,37,13,0.74,Medium,36.56,Medium
928,2025-04-26 21:00:00,2025-04-26,5,21,4,Anna Nagar,Bike,Cloudy,None,80,47,33,0.588,Medium,33.69,Medium
929,2025-04-27 00:00:00,2025-04-27,6,0,4,Anna Nagar,SUV,Cloudy,None,30,21,9,0.7,Medium,35.57,Medium
930,2025-04-27 03:00:00,2025-04-27,6,3,4,Guindy,SUV,Clear,Weekend,50,32,18,0.64,Medium,33.19,Medium
931,2025-04-27 06:00:00,2025-04-27,6,6,4,Tambaram,Bike,Clear,None,60,29,31,0.483,Low,28.74,Low
932,2025-04-27 09:00:00,2025-04-27,6,9,4,Mylapore,Car,Cloudy,None,80,77,3,0.963,High,41.02,High
933,2025-04-27 12:00:00,2025-04-27,6,12,4,Porur,SUV,Clear,Weekend,40,21,19,0.525,Low,35.54,Low
934,2025-04-27 15:00:00,2025-04-27,6,15,4,Velachery,SUV,Clear,None,100,35,65,0.35,Low,27.69,Low
935,2025-04-27 18:00:00,2025-04-27,6,18,4,T Nagar,Car,Cloudy,None,80,68,12,0.85,High,35.21,High
936,2025-04-27 21:00:00,2025-04-27,6,21,4,T Nagar,SUV,Rain,None,80,46,34,0.575,Medium,30.26,Medium
937,2025-04-28 00:00:00,2025-04-28,0,0,4,Mylapore,Car,Clear,Festival,100,57,43,0.57,Medium,33.25,Medium
938,2025-04-28 03:00:00,2025-04-28,0,3,4,Koyambedu,SUV,Clear,Weekend,100,53,47,0.53,Low,35.38,Low
939,2025-04-28 06:00:00,2025-04-28,0,6,4,OMR-Perungudi,SUV,Clear,None,30,11,19,0.367,Low,30.65,Low
940,2025-04-28 09:00:00,2025-04-28,0,9,4,Adyar,Car,Cloudy,None,80,47,33,0.588,Medium,35.11,Medium
941,2025-04-28 12:00:00,2025-04-28,0,12,4,Mylapore,SUV,Rain,None,40,13,27,0.325,Low,28.49,Low
942,2025-04-28 15:00:00,2025-04-28,0,15,4,Anna Nagar,Car,Rain,Festival,100,80,20,0.8,Medium,37.84,Medium
943,2025-04-28 18:00:00,2025-04-28,0,18,4,Adyar,Car,Clear,None,60,39,21,0.65,Medium,36.5,Medium
944,2025-04-28 21:00:00,2025-04-28,0,21,4,T Nagar,Bike,Rain,None,100,42,58,0.42,Low,27.6,Low
945,2025-04-29 00:00:00,2025-04-29,1,0,4,Guindy,Car,Rain,Weekend,60,42,18,0.7,Medium,34.19,Medium
946,2025-04-29 03:00:00,2025-04-29,1,3,4,Tambaram,Bike,Clear,None,30,8,22,0.267,Low,24.76,Low
947,2025-04-29 06:00:00,2025-04-29,1,6,4,Porur,SUV,Clear,None,80,18,62,0.225,Low,28.92,Low
948,2025-04-29 09:00:00,2025-04-29,1,9,4,Guindy,Car,Rain,None,50,31,19,0.62,Medium,32.81,Medium
949,2025-04-29 12:00:00,2025-04-29,1,12,4,OMR-Perungudi,SUV,Rain,None,50,21,29,0.42,Low,31.83,Low
950,2025-04-29 15:00:00,2025-04-29,1,15,4,Guindy,Bike,Clear,Weekend,50,24,26,0.48,Low,30.25,Low
951,2025-04-29 18:00:00,2025-04-29,1,18,4,Koyambedu,Car,Clear,None,30,17,13,0.567,Medium,36.54,Medium
952,2025-04-29 21:00:00,2025-04-29,1,21,4,Adyar,Car,Clear,None,30,11,19,0.367,Low,30.83,Low
953,2025-04-30 00:00:00,2025-04-30,2,0,4,Anna Nagar,Car,Cloudy,None,40,11,29,0.275,Low,27.54,Low
954,2025-04-30 03:00:00,2025-04-30,2,3,4,Adyar,Bike,Cloudy,Weekend,60,37,23,0.617,Medium,35.74,Medium
955,2025-04-30 06:00:00,2025-04-30,2,6,4,Mylapore,Bike,Clear,None,60,21,39,0.35,Low,28.8,Low
956,2025-04-30 09:00:00,2025-04-30,2,9,4,T Nagar,Car,Clear,None,40,28,12,0.7,Medium,32.41,Medium
957,2025-04-30 12:00:00,2025-04-30,2,12,4,Anna Nagar,Car,Rain,None,100,46,54,0.46,Low,31.06,Low
958,2025-04-30 15:00:00,2025-04-30,2,15,4,T Nagar,Bike,Clear,None,40,15,25,0.375,Low,26.96,Low
959,2025-04-30 18:00:00,2025-04-30,2,18,4,Koyambedu,SUV,Rain,None,80,58,22,0.725,Medium,39.67,Medium
960,2025-04-30 21:00:00,2025-04-30,2,21,4,Porur,Bike,Cloudy,None,30,12,18,0.4,Low,32.98,Low
961,2025-05-01 00:00:00,2025-05-01,3,0,5,Mylapore,Car,Clear,None,40,16,24,0.4,Low,29.95,Low
962,2025-05-01 03:00:00,2025-05-01,3,3,5,Koyambedu,Car,Clear,None,40,18,22,0.45,Low,33.86,Low
963,2025-05-01 06:00:00,2025-05-01,3,6,5,Tambaram,Bike,Clear,None,60,22,38,0.367,Low,26.58,Low
964,2025-05-01 09:00:00,2025-05-01,3,9,5,Guindy,SUV,Clear,None,40,26,14,0.65,Medium,33.41,Medium
965,2025-05-01 12:00:00,2025-05-01,3,12,5,Guindy,SUV,Clear,None,40,14,26,0.35,Low,27.48,Low
966,2025-05-01 15:00:00,2025-05-01,3,15,5,Koyambedu,Car,Clear,Weekend,30,18,12,0.6,Medium,36.64,Medium
967,2025-05-01 18:00:00,2025-05-01,3,18,5,Velachery,SUV,Rain,None,60,38,22,0.633,Medium,32.83,Medium
968,2025-05-01 21:00:00,2025-05-01,3,21,5,T Nagar,Bike,Clear,None,100,49,51,0.49,Low,28.89,Low
969,2025-05-02 00:00:00,2025-05-02,4,0,5,T Nagar,Bike,Clear,None,100,35,65,0.35,Low,26.24,Low
970,2025-05-02 03:00:00,2025-05-02,4,3,5,Guindy,SUV,Cloudy,None,50,13,37,0.26,Low,26.02,Low
971,2025-05-02 06:00:00,2025-05-02,4,6,5,Koyambedu,Car,Clear,None,30,11,19,0.367,Low,31.78,Low
972,2025-05-02 09:00:00,2025-05-02,4,9,5,Velachery,Bike,Clear,None,50,27,23,0.54,Low,31.31,Low
973,2025-05-02 12:00:00,2025-05-02,4,12,5,Adyar,SUV,Cloudy,None,30,13,17,0.433,Low,32.26,Low
974,2025-05-02 15:00:00,2025-05-02,4,15,5,OMR-Perungudi,Car,Clear,None,30,9,21,0.3,Low,29.16,Low
975,2025-05-02 18:00:00,2025-05-02,4,18,5,Tambaram,SUV,Clear,None,60,34,26,0.567,Medium,30.16,Medium
976,2025-05-02 21:00:00,2025-05-02,4,21,5,Koyambedu,SUV,Clear,None,50,10,40,0.2,Low,28.29,Low
977,2025-05-03 00:00:00,2025-05-03,5,0,5,Tambaram,Car,Cloudy,None,80,42,38,0.525,Low,29.43,Low
978,2025-05-03 03:00:00,2025-05-03,5,3,5,Guindy,Bike,Clear,Festival,80,51,29,0.637,Medium,33.02,Medium
979,2025-05-03 06:00:00,2025-05-03,5,6,5,OMR-Perungudi,SUV,Rain,None,80,39,41,0.487,Low,33.0,Low
980,2025-05-03 09:00:00,2025-05-03,5,9,5,Tambaram,SUV,Clear,None,100,84,16,0.84,High,35.13,High
981,2025-05-03 12:00:00,2025-05-03,5,12,5,Velachery,Car,Cloudy,None,100,62,38,0.62,Medium,32.77,Medium
982,2025-05-03 15:00:00,2025-05-03,5,15,5,Velachery,SUV,Cloudy,None,40,24,16,0.6,Medium,32.23,Medium
983,2025-05-03 18:00:00,2025-05-03,5,18,5,Koyambedu,Bike,Clear,None,100,70,30,0.7,Medium,39.18,Medium
984,2025-05-03 21:00:00,2025-05-03,5,21,5,T Nagar,SUV,Clear,Weekend,30,19,11,0.633,Medium,31.63,Medium
985,2025-05-04 00:00:00,2025-05-04,6,0,5,Guindy,Car,Clear,None,30,16,14,0.533,Low,31.01,Low
986,2025-05-04 03:00:00,2025-05-04,6,3,5,Koyambedu,Bike,Rain,Festival,30,25,5,0.833,High,41.65,High
987,2025-05-04 06:00:00,2025-05-04,6,6,5,Koyambedu,SUV,Cloudy,None,100,68,32,0.68,Medium,38.69,Medium
988,2025-05-04 09:00:00,2025-05-04,6,9,5,T Nagar,Car,Clear,None,40,34,6,0.85,High,35.3,High
989,2025-05-04 12:00:00,2025-05-04,6,12,5,OMR-Perungudi,SUV,Cloudy,None,50,27,23,0.54,Low,34.23,Low
990,2025-05-04 15:00:00,2025-05-04,6,15,5,OMR-Perungudi,Car,Clear,None,100,53,47,0.53,Low,34.02,Low
991,2025-05-04 18:00:00,2025-05-04,6,18,5,Tambaram,Car,Rain,None,40,35,5,0.875,High,35.78,High
992,2025-05-04 21:00:00,2025-05-04,6,21,5,Porur,SUV,Clear,None,60,22,38,0.367,Low,31.92,Low
993,2025-05-05 00:00:00,2025-05-05,0,0,5,Adyar,Car,Cloudy,None,80,29,51,0.362,Low,30.46,Low
994,2025-05-05 03:00:00,2025-05-05,0,3,5,OMR-Perungudi,SUV,Clear,Festival,50,30,20,0.6,Medium,35.33,Medium
995,2025-05-05 06:00:00,2025-05-05,0,6,5,Tambaram,SUV,Clear,Sale,50,23,27,0.46,Low,28.46,Low
996,2025-05-05 09:00:00,2025-05-05,0,9,5,Adyar,Bike,Clear,Weekend,60,42,18,0.7,Medium,37.44,Medium
997,2025-05-05 12:00:00,2025-05-05,0,12,5,Anna Nagar,SUV,Clear,None,60,30,30,0.5,Low,31.78,Low
998,2025-05-05 15:00:00,2025-05-05,0,15,5,Porur,Bike,Cloudy,Weekend,50,28,22,0.56,Medium,35.91,Medium
999,2025-05-05 18:00:00,2025-05-05,0,18,5,OMR-Perungudi,Bike,Clear,None,80,44,36,0.55,Medium,34.47,Medium
1000,2025-05-05 21:00:00,2025-05-05,0,21,5,Koyambedu,Bike,Cloudy,Festival,60,44,16,0.733,Medium,39.68,Medium
1001,2025-05-06 00:00:00,2025-05-06,1,0,5,Mylapore,Bike,Clear,Weekend,80,47,33,0.588,Medium,33.52,Medium
1002,2025-05-06 03:00:00,2025-05-06,1,3,5,Velachery,SUV,Rain,None,60,30,30,0.5,Low,30.53,Low
1003,2025-05-06 06:00:00,2025-05-06,1,6,5,Adyar,SUV,Clear,None,50,18,32,0.36,Low,30.34,Low
1004,2025-05-06 09:00:00,2025-05-06,1,9,5,T Nagar,Car,Clear,Weekend,100,67,33,0.67,Medium,32.03,Medium
1005,2025-05-06 12:00:00,2025-05-06,1,12,5,Guindy,SUV,Clear,Festival,100,71,29,0.71,Medium,34.34,Medium
1006,2025-05-06 15:00:00,2025-05-06,1,15,5,Anna Nagar,SUV,Clear,None,60,23,37,0.383,Low,29.55,Low
1007,2025-05-06 18:00:00,2025-05-06,1,18,5,Porur,Car,Cloudy,Weekend,40,33,7,0.825,High,41.75,High
1008,2025-05-06 21:00:00,2025-05-06,1,21,5,Mylapore,Bike,Cloudy,None,100,43,57,0.43,Low,30.53,Low
1009,2025-05-07 00:00:00,2025-05-07,2,0,5,Adyar,SUV,Clear,None,40,17,23,0.425,Low,31.98,Low
1010,2025-05-07 03:00:00,2025-05-07,2,3,5,Tambaram,Car,Clear,Festival,40,24,16,0.6,Medium,30.93,Medium
1011,2025-05-07 06:00:00,2025-05-07,2,6,5,Mylapore,Car,Rain,None,80,43,37,0.537,Low,32.6,Low
1012,2025-05-07 09:00:00,2025-05-07,2,9,5,Mylapore,SUV,Clear,None,50,31,19,0.62,Medium,34.19,Medium
1013,2025-05-07 12:00:00,2025-05-07,2,12,5,Porur,SUV,Cloudy,None,60,33,27,0.55,Low,35.79,Low
1014,2025-05-07 15:00:00,2025-05-07,2,15,5,Porur,Car,Clear,None,60,18,42,0.3,Low,30.37,Low
1015,2025-05-07 18:00:00,2025-05-07,2,18,5,OMR-Perungudi,SUV,Clear,None,60,44,16,0.733,Medium,38.29,Medium
1016,2025-05-07 21:00:00,2025-05-07,2,21,5,Tambaram,Bike,Cloudy,Weekend,60,31,29,0.517,Low,29.28,Low
1017,2025-05-08 00:00:00,2025-05-08,3,0,5,Velachery,Car,Clear,None,100,30,70,0.3,Low,26.63,Low
1018,2025-05-08 03:00:00,2025-05-08,3,3,5,T Nagar,Bike,Clear,None,100,31,69,0.31,Low,25.6,Low
1019,2025-05-08 06:00:00,2025-05-08,3,6,5,Tambaram,Bike,Clear,Weekend,80,36,44,0.45,Low,28.0,Low
1020,2025-05-08 09:00:00,2025-05-08,3,9,5,Adyar,Bike,Cloudy,None,50,33,17,0.66,Medium,36.74,Medium
1021,2025-05-08 12:00:00,2025-05-08,3,12,5,Anna Nagar,Bike,Clear,None,60,24,36,0.4,Low,29.76,Low
1022,2025-05-08 15:00:00,2025-05-08,3,15,5,Tambaram,Car,Clear,None,60,18,42,0.3,Low,25.47,Low
1023,2025-05-08 18:00:00,2025-05-08,3,18,5,Koyambedu,Bike,Clear,None,100,60,40,0.6,Medium,36.92,Medium
1024,2025-05-08 21:00:00,2025-05-08,3,21,5,Adyar,Car,Clear,None,80,42,38,0.525,Low,33.79,Low
1025,2025-05-09 00:00:00,2025-05-09,4,0,5,Anna Nagar,Bike,Clear,Weekend,60,36,24,0.6,Medium,34.04,Medium
1026,2025-05-09 03:00:00,2025-05-09,4,3,5,Anna Nagar,Bike,Cloudy,None,100,41,59,0.41,Low,30.22,Low
1027,2025-05-09 06:00:00,2025-05-09,4,6,5,Porur,Bike,Clear,None,50,18,32,0.36,Low,31.63,Low
1028,2025-05-09 09:00:00,2025-05-09,4,9,5,Velachery,Bike,Clear,None,100,61,39,0.61,Medium,32.52,Medium
1029,2025-05-09 12:00:00,2025-05-09,4,12,5,Mylapore,Bike,Cloudy,None,100,43,57,0.43,Low,30.5,Low
1030,2025-05-09 15:00:00,2025-05-09,4,15,5,Tambaram,Bike,Rain,None,50,17,33,0.34,Low,26.27,Low
1031,2025-05-09 18:00:00,2025-05-09,4,18,5,Tambaram,SUV,Clear,None,30,17,13,0.567,Medium,30.43,Medium
1032,2025-05-09 21:00:00,2025-05-09,4,21,5,Koyambedu,SUV,Cloudy,None,40,10,30,0.25,Low,29.32,Low
1033,2025-05-10 00:00:00,2025-05-10,5,0,5,Anna Nagar,Bike,Cloudy,None,50,30,20,0.6,Medium,33.72,Medium
1034,2025-05-10 03:00:00,2025-05-10,5,3,5,Mylapore,SUV,Clear,None,30,17,13,0.567,Medium,33.52,Medium
1035,2025-05-10 06:00:00,2025-05-10,5,6,5,Anna Nagar,Bike,Rain,None,40,23,17,0.575,Medium,33.31,Medium
1036,2025-05-10 09:00:00,2025-05-10,5,9,5,Koyambedu,Car,Rain,None,80,78,2,0.975,High,45.17,High
1037,2025-05-10 12:00:00,2025-05-10,5,12,5,Anna Nagar,Bike,Clear,None,50,22,28,0.44,Low,30.55,Low
1038,2025-05-10 15:00:00,2025-05-10,5,15,5,Porur,Bike,Clear,None,80,33,47,0.412,Low,32.92,Low
1039,2025-05-10 18:00:00,2025-05-10,5,18,5,Tambaram,Bike,Rain,None,100,88,12,0.88,High,35.8,High
1040,2025-05-10 21:00:00,2025-05-10,5,21,5,Anna Nagar,Car,Clear,Weekend,40,29,11,0.725,Medium,36.53,Medium
1041,2025-05-11 00:00:00,2025-05-11,6,0,5,Porur,Car,Clear,None,100,66,34,0.66,Medium,38.36,Medium
1042,2025-05-11 03:00:00,2025-05-11,6,3,5,Guindy,Bike,Rain,None,30,17,13,0.567,Medium,31.84,Medium
1043,2025-05-11 06:00:00,2025-05-11,6,6,5,OMR-Perungudi,Car,Clear,None,30,18,12,0.6,Medium,35.76,Medium
1044,2025-05-11 09:00:00,2025-05-11,6,9,5,Velachery,Bike,Clear,None,50,39,11,0.78,Medium,35.68,Medium
1045,2025-05-11 12:00:00,2025-05-11,6,12,5,Porur,SUV,Clear,None,40,21,19,0.525,Low,35.15,Low
1046,2025-05-11 15:00:00,2025-05-11,6,15,5,Anna Nagar,Car,Clear,None,40,24,16,0.6,Medium,33.89,Medium
1047,2025-05-11 18:00:00,2025-05-11,6,18,5,Tambaram,SUV,Clear,Weekend,50,48,2,0.96,High,37.14,High
1048,2025-05-11 21:00:00,2025-05-11,6,21,5,Porur,SUV,Rain,None,80,39,41,0.487,Low,34.45,Low
1049,2025-05-12 00:00:00,2025-05-12,0,0,5,OMR-Perungudi,SUV,Clear,None,40,19,21,0.475,Low,32.69,Low
1050,2025-05-12 03:00:00,2025-05-12,0,3,5,Koyambedu,Bike,Cloudy,None,60,29,31,0.483,Low,34.59,Low
1051,2025-05-12 06:00:00,2025-05-12,0,6,5,Tambaram,Bike,Cloudy,None,60,20,40,0.333,Low,25.94,Low
1052,2025-05-12 09:00:00,2025-05-12,0,9,5,Porur,Car,Clear,None,50,32,18,0.64,Medium,37.64,Medium
1053,2025-05-12 12:00:00,2025-05-12,0,12,5,T Nagar,Bike,Cloudy,Weekend,80,43,37,0.537,Low,29.71,Low
1054,2025-05-12 15:00:00,2025-05-12,0,15,5,Porur,Bike,Cloudy,None,60,24,36,0.4,Low,32.66,Low
1055,2025-05-12 18:00:00,2025-05-12,0,18,5,Mylapore,Bike,Clear,None,50,28,22,0.56,Medium,33.01,Medium
